song_id,song_name,author,confidence,status,basis,sources,researched_on
417,Yesuni Naamamlo Shakthi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
418,Aakaashamaa Aalakinchumaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
419,Naalo Undi Nanu Nadipincheti,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
420,Samarpana Cheyumu Prabhuvunaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
421,Chaalaa Goppodu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
422,Keerthi Hallelooyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
423,Oka Chethilo Karra,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
424,Nibbaram Kaligi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
425,Yesu Rakthamulo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
426,Gurthundipoye Ee Kshanaalalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
427,Prematho Yesu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
428,Sarvaanga Kavachamu Neeve,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
429,Goodu Vidachi Vellina Naade,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
430,Nenemainaa Prabhuvaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
431,Sharanam Sharanam Sharanam Devaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
432,Shramayainaa Baadhainaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
433,Christmas Aanandam Vachchenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
434,Naa Chinni Hrudayamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
435,Etti Vaado Yesu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
436,Aascharyamaina Prema,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
437,Sthuthulaku Paathrudaa (Anni Velalo),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
438,Naaku Jeevamai Unna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
439,Jeevithamlo Neelaa Undaalani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
440,Nee Premaku Saati Ledayaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
441,Bhajana Cheyuchu Bhaktha Paalaka,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
442,Raajulaku Raaju Puttenayya,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
443,Udayinche Divya Rakshakudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
444,Krottha Yedu Modalu Bettenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
445,Yehovaa Nee Naamamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
446,Sevakulaaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
447,Kanureppa Paataina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
448,Painunna Aakaashamandunaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
449,Nee Sannidhiye Naa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
450,Devaa Paapini,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
451,Moodu Naalla Muchchata Kosam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
452,Yehovaa Dayaaludu (Aayanake Kruthagnatha),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
453,Aa Bhojana Pankthilo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
454,Sandehamela,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
455,Entha Manchi Kaapari,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
456,Dinamella Ne Paadinaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
457,Neethone Ne Nadavaalani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
458,Gaayapadina Nee Cheyi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
459,Evaru Unnaa Lekunnaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
460,Nyaayaadhipathi Aina Devudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
461,Ne Brathiki Unnaanante,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
462,Rammanuchunnaadu Ninnu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
463,Prema Lenivaadu Paralokaaniki,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
464,Cheekatine Tholaginchinadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
465,O Naavikaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
466,Evaru Choopinchaleni,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
467,Iruvadi Naluguru Peddalatho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
468,Sthuthulapai Aaseenudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
469,Naa Stuthula Paina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
470,Maa Inti Peru,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
471,Manche Leni Naa Paina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
472,Manalo Prathi Okkari,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
473,Yesayya Nee Prema,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
474,Ravikoti Thejudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
475,Naa Hrudayaana Koluvaina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
476,Naa Chinni Hrudayamandu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
477,Banthiyanaga Aadare,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
478,Anni Kaalambula,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
479,Dikkulenni Thiriginaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
480,Nenu Pilisthe Paruguna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
481,Sangeetha Naadamutho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
482,Kaluvari Siluva,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
483,Nannu Kaadanavani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
484,Nannu Pilachina Devaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
485,Aadhaaram Neevenayyaa (Medley),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
486,Vinumaa Yesuni Jananamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
487,Chinna Gorrepillanu Nenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
488,Naa Snehithudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
489,Adigo Naa Naava,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
490,Yesayyaa Nee Prema,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
491,Maaraa Gayaa Sulee Par,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
492,Siluvalo Nee Prema,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
493,Premisthaa Ninne,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
494,Devude Ila Cheretanduku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
495,Raare Raare O Janulaaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
496,Yesayyaa Naa Yesayyaa (Raakada),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
497,Ammaa Ani Ninnu Piluvanaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
498,Dhayaaludaa Nee Krupa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
499,Maa Oohalu Puttaka Munupe,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
500,Dushtula Aalochana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
501,Yelo Yelo Yelo Antu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
502,Yesu Rakthamu Rakthamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
503,Naakunna Chinni Aasha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
504,Sajeevudavaina Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
505,O Maanavaa Nee Paapam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
506,Yesayyaa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
507,Athyunnatha Simhaasanumpai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
508,Kanneeti Loyalalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
509,Paapiga Nanu Choodaleka,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
510,Priyamaina Yesayyaa Premake Roopamaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
511,Naa Praanamaina Yesu (Aaraadhana),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
512,Kammani Bahu Kammani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
513,Nee Raktha Dhaarale,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
514,Naa Samasthamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
515,Brathikeda Nee Kosame,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
516,Sarva Chitthambu Needenayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
517,Nee Vaakyame Naa Paadaalaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
518,Saripodu Aaraadhana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
519,Yesuni Naa Madilo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
520,Emundi Naalonaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
521,Vijaya Geethamul Paadare,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
522,Devaa Nee Saakshigaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
523,Aaraadhinchedam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
524,Naa Brathuku Dinamulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
525,Jaagore Jaagore,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
526,Sthuthi Madhura Geethamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
527,Christmas Medley 2,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
528,Tharamulu Maaruchunnavi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
529,Naa Jeevitha Vyadhalandu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
530,Lemmu Thejarillumu Ani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
531,Aaraadhana Sthuthi Aaraadhana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
532,Gatha Kaalamantha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
533,Manaserigina Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
534,Maruvagalanaa Maralaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
535,Neethone Undutaye,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
536,Naa Yesu Prabhuvaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
537,Noraaragaa Chethunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
538,Dootha Paata Paadudi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
539,Parishuddha Grandhamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
540,Thaara Velisindi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
541,Athyunnatha Simhaasanumpai (Yesanna),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
542,Jyothirmayudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
543,Edusthunnaademo Yesayya,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
544,Yese Naa Maargamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
545,Prabhuvaa Kaachithivi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
546,Raajyaalanele Mahaaraaju,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
547,Parishuddha Parishuddha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
548,Entha Paapinainanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
549,Parama Jeevamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
550,Nee Sannidhilo Ee Aaraadhananu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
551,Shuddhudavayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
552,Devaa Nee Naamam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
553,Aakaasha Pakshulanu Choodandi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
554,Sthuthiyu Mahima (Aaraadhana),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
555,Devaa Yehovaa Seeyonulo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
556,Randi Randi Yesuni Yoddaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
557,Idhigo Devuni Gorrepillaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
558,Ae Paapamerugani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
559,Manchi Snehithudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
560,Sooda Sakkani Baaludammo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
561,Aalochanalo Goppavaadaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
562,Noothana Hrudayamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
563,Yesu Kosame Jeeviddaam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
564,Madhuram Ee Shubha Samayam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
565,Ae Reethi Sthuthiyinthunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
566,Neeve Naa Aasha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
567,Galilaya Theeraana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
568,Saamaanyudavu Kaavu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
569,Jeevamaa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
570,Snehithudaa Naa Hithudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
571,Prabhuni Raakada,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
572,Bhayamu Ledu Manaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
573,Daiva Kutumbam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
574,Aathma Varshamu Maapai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
575,Athyunnathamainadi Yesu Naamam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
576,Krupaamayudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
577,Yehovaa Maa Kaapari,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
578,Naa Praanamaa Naalo Neevu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
579,Mellani Swarame,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
580,Deham Paathadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
581,Samardhavanthudavaina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
582,Neeke Sthothramulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
583,Naa Mattukaithe,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
584,Devaa Mahonnathudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
585,Devaa Naa Mora Aalakinchumaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
586,Aaraadhinchedamu Aathmatho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
587,Nee Krupa Nithyamundunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
588,Samaanulavru Prabho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
589,Yesayyaa Kanikarapoornudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
590,Sthuthi Gaaname Paadanaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
591,Kanneere Manishini Baadhisthundi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
592,Jayam Jayam Mana Yesuke,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
593,Jeevithamante Maatalu Kaadu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
594,Kanneerelammaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
595,Idhigo Nenoka Noothana Kriyanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
596,Nee Dhanamu Nee Ghanamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
597,Moyaleni Bhaaramantha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
598,Shaashwatha Krupanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
599,Davalavarnudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
600,Maaripovaali Ee Lokamanthaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
601,Yehovaa Naa Balamaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
602,Enni Maarlu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
603,Okani Thalli Aadarinchunatlu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
604,Jeevana Tholi Sandhya,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
605,Naa Praanamaina Yesu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
606,Vinarandi Naa Priyuni Visheshamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
607,Maargam Sathyam Jeevam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
608,Siluve Naa Sharaneeynu Raa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
609,Aaraadhana Aaraadhana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
610,Idhe Naa Hrudaya Vaanchana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
611,Nannenthagaano Preminchina Prabhuvaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
612,Ee Dinam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
613,Nee Charanamule Nammithi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
614,Evaru Nannu Cheyi Vidachinan,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
615,Ee Udayamuna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
616,Jeevithamanthaa Nee Prema,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
617,Naa Jeevitha Yaathralo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
618,Aanandamugaa Yehovaa Nee,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
619,Chitti Potti Paapanu Nenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
620,Nee Prema Entho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
621,Naa Thalli Nanu Marachinaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
622,Prabhuni Gruhamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
623,Bangaaram Adugaledu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
624,Nammadagina Devudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
625,Shaaronu Polamulo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
626,Aananda Yaathra,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
627,Sarvonnatha Sthalamulalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
628,Kreesthesu Puttenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
629,Oka Varamadigithini Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
630,Jagamulanele Shree Yesaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
631,Sthuthiki Paathrudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
632,Neeve Neeve Kaavaali,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
633,Shakthi Chetha Kaadu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
634,Aarambhamayyindi Restoration,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
635,Devaa Paraloka Doothaali,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
636,Yesu Vanti Sundarudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
637,Porli Porli Paaruthundi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
638,Gira Gira Thirigi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
639,Vandanamu Neeke Naa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
640,Yuddhamu Yehovaade,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
641,Oohinchalenayyaa Vivarinchalenayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
642,Nee Kaaryamulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
643,Aanandinthumu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
644,Jagathiki Velugunu Thechchenule,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
645,Kashta Nashtaalainaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
646,Christmas Medley 3,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
647,Raakada Samayamlo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
648,Thellaarindi Vela,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
649,Jeevinchuchunnaavanna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
650,Ishraayelu Sainyamulaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
651,Nee Kantipaapanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
652,Nee Gnaapakam Anekulanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
653,Bhedam Emi Ledu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
654,Jayinchuvaarini,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
655,Najareyudaa Naa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
656,Vidipisthaadu Naa Yesudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
657,Lekkimpaga Tharamaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
658,Jeevaadhipathivi Neeve,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
659,Dinadinambu Yesuku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
660,Aanandame Paramaanandame,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
661,Lokamunu Vidachi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
662,Chinthenduku Neeku Digulenduku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
663,Prabhu Yesu Naa Rakshakaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
664,Neeveyani Nammika,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
665,Shaashwathamainadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
666,Raaraaju Puttaadoi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
667,Lechinaaduraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
668,Kalavantidi Nee Jeevitham,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
669,Elohim Elohim,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
670,Entha Jaali Yesuvaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
671,Vendi Bangaaraala Kanna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
672,Noothana Samvathsaram,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
673,Emani Paadanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
674,Enthati Vaadani Nenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
675,Raajaadhi Raajaa Raaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
676,Nishi Raathri,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
677,Devuni Vaarasulam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
678,Naaku Balamu Unnantha Varaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
679,Shruthi Chesi Ne Paadanaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
680,Naatho Neevu Maataadinacho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
681,Kalvarilona Chesina Yaagam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
682,Choochithi Nee Momupai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
683,Devudu Neeku Thelusu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
684,Gonthu Etthi Chaatedaanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
685,Parishuddhudaa Paavanudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
686,Devuniki Bhayapadavaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
687,Anthe Leni Nee Prema Dhaara,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
688,Bhoopunaadhi Munupe,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
689,Yehovaa Needu Melulanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
690,Ne Sthuthinchedanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
691,Paapaaniki Naaku Ae Sambandhamu Ledu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
692,Amoolya Raktham,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
693,Kanna Thalli Cherchunatlu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
694,Shuddhudaa Ghanudaa Rakshakudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
695,Paadanaa Mounamugaane,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
696,Vinnaaraa Vinnaaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
697,Kalvari Girilona Silvalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
698,Mukthi Dhilaaye Yeeshu Naam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
699,Nemmadi Ledaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
700,Bhoomiyu Daani Sampoornatha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
701,Aashrayudaa Naa Abhishikthudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
702,Shiramu Meeda Mulla Saakshigaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
703,Devaa Yehovaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
704,Entho Madhuram,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
705,Inthavaraku Neevu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
706,Goppa Devudavani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
707,Balamainavaadaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
